text,label,clean_tweet
"if i wore a tutu, no bitch would want me 128514 128514 that's what our dog is gonna be telling himself everyday 128529",1,wear tutu no bitch would want dog go tell everyday
"if i'm legit trying, the worst thing you can do is try and play games with me. you'll get the bird sooo fast.",0,legit try bad thing try play game get bird sooo fast
if i'm sharing my nigga with every other bitch why tf do i want him. he ain't no longer special. the heck.,1,share nigga every bitch tf want not no longer special heck
if i've never seen her do some hoe shit with my own eyes then i refuse to let another nigga influence my thoughts on her. so what?,1,never see hoe shit eye refuse let another nigga influence thought
if kubiak was a player they'd pump him with painkillers and tell him to stop being a pussy.,1,kubiak player would pump painkiller tell stop pussy
"if temple beats rutgers today, i will be a happy clam.",0,temple beat rutgers today happy clam
if a bitch annoying she getting left.,1,bitch annoy get leave
"if a bitch bit my dick, i'd probably beat the shit out of her.",1,bitch bit dick would probably beat shit
if a bitch choosin let her choose lmao that is all !,1,bitch choosin let choose lmao
"if a bitch don't like me, sumthin wrong wit da bitch",1,bitch not like sumthin wrong wit da bitch
if a bitch don't taste her own 128573 you shouldn't even dare eat it 128567,1,bitch not taste not even dare eat
"if a bitch has to fuss amp amp fight over a niggah thats hugged up amp amp ,boo'd up w the next bitch , clearly doesnt gaf bout u",1,bitch fuss fight niggah thats hug bood w next bitch clearly doesnt gaf bout u
if a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,1,bitch bad n single single fo reasonhoe prolly cray runna
if a bitch makes u moan during sex she owns your soul. 128175,1,bitch make u moan sex soul
if a chick wants me to eat her pussy then leave i'll accept gladly. lol,1,chick want eat pussy leave accept gladly lol
if a cute bitch fucks with a lame nigga she automatically becomes 10 times less attractive in my eyes,1,cute bitch fuck lame nigga automatically become 10 time less attractive eye
if a nigca neva told you bitch you got some bomb azz puzzy kill yaself bitch,1,nigca neva tell bitch get bomb azz puzzy kill yaself bitch
if a nigga in nap can fuck my bitch that mean she lame for fuckin a lame.... all deez niggas here corny asl,1,nigga nap fuck bitch mean lame fuckin lame deez nigga corny asl
if a nigga is watching love and hiphop instead of the playoffs he gay denna bitch,1,nigga watch love hiphop instead playoff gay denna bitch
if a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number 128175 128527,1,nigga phone break best believe gon memorize main bitch number bitch cash number
"if a spic ever talks to a white person and the white person kills them, it's self defense.",1,spic ever talk white person white person kill self defense
if a teacher gave me some pussy in elementary school i got to tell somebody.,1,teacher give pussy elementary school get tell somebody
"if a teacher tried to throw me some pussy when i was in school, nigga i ain't sayin shit",1,teacher try throw pussy school nigga not sayin shit
if anxiety was a person i'd kill that bitch so fuckin fast.,1,anxiety person would kill bitch fuckin fast
if anyone ever gets an attitude or w e with me idgaf who it is i am going to be a bitch right back 128076 128076,1,anyone ever get attitude w e idgaf go bitch right back
if anyone wants to bring me a sweet tea to my party.. that'd make my bday perfect.. well that and cracker barrel 128525 128525,0,anyone want bring sweet tea party thatd make bday perfect well cracker barrel
"if anything i've ever said has offended you, that's a you problem not a me problem. don't be such a little bitch.",1,anything ever say offend problem not problem not little bitch
"if eating the pussy makes you happy, i'm all for it.",1,eat pussy make happy
"if ever sports seemed scripted , this ending to this yankee game proved it",0,ever sport seem script end yankee game prove
"if everybody already hit, of course a nigga can't take you seriously.. idk why hoes be so surprised..",1,everybody already hit course nigga not take seriously idk hoe surprised
if her bio says only god can judge me she's a hoe.,1,bio say god judge hoe
if her mom was is a hoe then she's most likely a hoe too. where do you think she learned it from?,1,mom hoe likely hoe think learn
if i aint hit that bitch then i aint hit that bitch why lie about it thats petty bullshit,1,aint hit bitch aint hit bitch lie thats petty bullshit
if i fucked her i know every niggah want her.,1,fuck know every niggah want
"if i straighten my hair, it's gonna be long and the hoes gonna hate 128553 128514 128514",1,straighten hair go long hoe go hate
if i was to get a rich girl so be it. at least she likes me. she saw something in me you hoes didn't see,1,get rich girl least like saw something hoe not see
if i wasn't a yankee fan i probably would be a sf giants fan lol,0,not yankee fan probably would sf giant fan lol
"if it wasn't for this blanket, my nips would be harder than the search for anne frank..",1,not blanket nip would hard search anne frank
if joining the army gets you bitches then to the army i go.,1,join army get bitch army go
"if luke hemmings really thinks they're trash, i must be fucking dibc you boys are beautiful dammit",1,luke hemmings really think trash must fuck dibc boy beautiful dammit
"if my anger materialized, it would be a fucking atom bomb to blow this bitch up.",1,anger materialize would fucking atom bomb blow bitch
"if my bf posts a pic of my daughter, just like it and keep scrolling. your comments aren't necessary. yes bitch, i know she's cute.",1,bf post pic daughter like keep scroll comment not necessary yes bitch know cute
if my bitch wear a bacon bra....im taking that ass to funky town,1,bitch wear bacon braim take funky town
if my friends don't wanna hangout my automatic response is to call them a bitch. whoops.,1,friend not want hangout automatic response call bitch whoop
if my tweets hit too close to home why you subbing me lil stupid ass bitch? check ya own fucking self issues lil bitch.,1,tweet hit close home sub lil stupid bitch check ya fuck self issue lil bitch
"if not for gz, trayvon would be alive right this second... smoking a bowl and tweeting about bitches and hoes . such a nice kid he was...",1,not gz trayvon would alive right second smoke bowl tweet bitch hoe nice kid
if not then you are a coward and afraid showing you have no faith..just another devils bitch...,1,not coward afraid showing no faithjust another devil bitch
if only i dated a girl that lived off mack road i could just get the holy trinity of sacramento ghettos on a daily basis,0,date girl live mack road could get holy trinity sacramento ghetto daily basis
if only everyone knew the real you...fakest bitch i know,1,everyone know real youfakest bitch know
if only my new local mall wasn't so ghetto,1,new local mall not ghetto
if only you bitches really knew,1,bitch really know
if pussy lips could talk ill go down there like it's whispering,1,pussy lip could talk ill go like whisper
if she a hoe on social media she a hoe in real life too,1,hoe social medium hoe real life
if she ain't yo lady u better not text her ass good morning quit treating these side hoes like wifey material,1,not yo lady u well not text good morning quit treat side hoe like wifey material
"if she aint talkin to you , then who she talking to ? cus you know bitches cant stop talking trustissues",1,aint talkin talk cus know bitch cant stop talk trustissues
if she dont appreciate that and say yes. the bitch aint real.,1,dont appreciate say yes bitch aint real
if she hates being kissed in the mouth she a hoe.tell me different.,1,hat kiss mouth hoetell different
"if she know yo name way before you meet her, then dat bitch a eatta!",1,know yo name way meet dat bitch eatta
"if she makes a good sandwhich and she give a good blowy, wife dat hoe up. that way you can eat while she eatting",1,make good sandwhich give good blowy wife dat hoe way eat eatting
if she wears these to dinner then she's paying for her own food because im treating that bitch like a stranger.....,1,wear dinner pay food im treat bitch like stranger
if she'll tell you she's a badd bitch then listen. she's bad for your health!,1,tell badd bitch listen bad health
"if some one isn't an anglo saxon protestant, they have no right to be alive in the us. none at all, they are foreign filth.",1,one not anglo saxon protestant no right alive u none foreign filth
if someone is part of 'james x' then he's a white trash cultist.,1,someone part james x white trash cultist
"if someone pushes you too hard today, they may be surprised ho... more for capricorn",0,someone push hard today may surprised ho capricorn
"if that pussy aint organic, preservative free, no growth hormones, fresh, usda approved, i aint fuckin with it.",1,pussy aint organic preservative free no growth hormones fresh usda approve aint fuckin
"if that pussy don't come with head, i don't want it!!",1,pussy not come head not want
if that's yo hoe ... that's my hoe 2,1,yo hoe hoe 2
if thats what yall hoes want then fuck it.,1,thats yall hoe want fuck
"if the @user get dempster, they just look like they're getting older. smh bring some youth!!! mlb",0,get dempster look like get old smh bring youth mlb
"if the yankees can't beat the red sox, they don't even deserve to be in the playoffs yankees redsox mlb",0,yankee not beat red sox not even deserve playoff yankee redsox mlb
"if the crust ain 8217 t graham cracker, keep that pie",0,crust graham cracker keep pie
"if the only thing she talks about is her eyebrows, she got forest pussy.",1,thing talk eyebrows get forest pussy
if the servers for black ops 2 acts gay today this is my bitch fo the nite,1,server black ops 2 act gay today bitch fo nite
"if the words whore, hoe, slut, prostitute, ect werent invented, their would be alot more pussy to go round",1,word whore hoe slut prostitute ect werent invent would alot pussy go round
if the world was free of sucka free it would be just me and my nigs left,1,world free sucka free would nigs leave
if them niggas pussy we douche em we clean em out,1,niggas pussy douche em clean em
if these hoes ain't lying about being fat they hiding a backpage profile some where...,1,hoe not lie fat hide backpage profile
if this bitch don't turn crash in 128545 128074 128299,1,bitch not turn crash
if this bitch hangs up on me one more time....,1,bitch hang one time
if this bitch new the amount of shit i spoke bout her on my twittah lol,1,bitch new amount shit speak bout twittah lol
if train officers that are wearing body armor stand back to watch the smoke clear. why does every gun ho wanna be...,0,train officer wear body armor stand back watch smoke clear every gun ho want
if u a bad bitch enjoyyaday,1,u bad bitch enjoyyaday
if u a bitch an i hadddd u i wouldnt give a fuck if chris brown bagged u bitch i had u already lol,1,u bitch hadddd u wouldnt give fuck chris brown bag u bitch u already lol
if u ain't fucking u ain't sucking wat u doin hoe 128572,1,u not fuck u not suck wat u doin hoe
if u bad niggas a really play nice to get to the pussy then... that ass gone 128514,1,u bad nigga really play nice get pussy go
if u expect me to stop playin with niggas but u playin widd bitches i can't deal,1,u expect stop playin nigga u playin widd bitch not deal
if u got yo shit pulled upp past yo bellybutton you are too old for yoga pants bitch it aint 1983,1,u get yo shit pull upp past yo bellybutton old yoga pant bitch aint
if u know this bitch u know ur mexican,1,u know bitch u know ur mexican
if u not talking bout money or weed bitch i don't even wanna talk to you.,1,u not talk bout money weed bitch not even want talk
"if ur bitch starts fukin yappin tae, ill make sure i break something vital. warning call polis with hazard that results in permanent damage",1,ur bitch start fukin yappin tae ill make sure break something vital warning call polis hazard result permanent damage
if viagra was for bitches it'd be called niagra,1,viagra bitch itd call niagra
"if we get any trick of treaters i will be giving out android advice. so... stop on in, faggots",1,get trick treater give android advice stop faggot
if y'all preppy bitches ever arguing like this at a party and don't do nothing y'all getting hit with a bottle fr,1,yall preppy bitch ever argue like party not nothing yall get hit bottle fr
"if yall niggas gon be gay, why yall gotta be so over the top? dressing up in bitch shit that women wouldnt even dare wear. smh.",1,yall nigga gon gay yall get top dressing bitch shit woman wouldnt even dare wear smh
if yer gonna continue to be a contrarian bitch... go die then. i've no time for such trifling!,1,yer go continue contrarian bitch go die no time trifling
"if yo name wus in this song you wus a hoe then, amp a overgrown thot now....",1,yo name wu song wus hoe overgrown thot
"if yo nigga catch you cheating, and beat yo ass in front yo lil yeah, and lil yeah don't help. you still give him pussy ladies?",1,yo nigga catch cheat beat yo front yo lil yeah lil yeah not help still give pussy lady
if yo pussy good my pullout game weak!!,1,yo pussy good pullout game weak
if you like chocolate or sodapop and you tweet bad about happycolumbusday..............you are a fuckin retard hypocrite gt,1,like chocolate sodapop tweet bad happycolumbusdayyou fuckin retard hypocrite gt
"if you a bad bitch, put ya hands up high",1,bad bitch put ya hand high
if you a hoe ima treat you like one just like if you're a good girl ima treat you like one. i don't discriminate,0,hoe ima treat like one like good girl ima treat like one not discriminate
if you a top notch bitch lemme here you holler.,1,top notch bitch let holler
if you act like a fucking retard when your high it's over mane stay away from me.,1,act like fuck retard high mane stay away
if you ain't stevie j's bitch of course you'll call him the scum of the earth.his bitches hooked while they're upset though.,1,not stevie j bitch course call scum earthhis bitch hook upset though
"if you ain't a hoe, get up out my trap house @user .",1,not hoe get trap house
if you ain't ma bro you better watch yo bitch 128514 128514 128514 128076 borrow yo hoe introduce ma pimp !,1,not bro good watch yo bitch borrow yo hoe introduce pimp
if you ain't my bro... your bitch single in my eyes 128514 128170,1,not bro bitch single eye
"if you ain't sucking dick, why you sitting there with puckered lips? that's collagen, muhfuckin bitch",1,not suck dick sit puckered lip collagen muhfuckin bitch
"if you are descended from anything less than european nobility and or royalty, then you are non titled common gutter trash.",0,descend anything less european nobility royalty non titled common gutter trash
if you are out clubbing every weekend and leaving your child with your baby momma i don't wanna hear you bitch about child support. 128056 9749,1,club every weekend leave child baby momma not want hear bitch child support
if you arent going to stick to one garbage can for recycling im not going to give a single fuck about where im putting my trash.,1,arent go stick one garbage recycle im not go give single fuck im put trash
if you ask me every bitch gay,1,ask every bitch gay
if you attractive people just gone up and assume you got hoes,1,attractive people go assume get hoe
if you ballin then buy ya bitch something,1,ballin buy ya bitch something
if you balling buy yo bitch somethin,1,ball buy yo bitch somethin
if you body count more then mine you a hoe js.,1,body count mine hoe j
if you can't turn instagram likes follows into some real life shit trash,1,not turn instagram like follow real life shit trash
if you didn't have tattoos as a diversion for your bird chest and malnourished body sir... your instagram would be trash,0,not tattoo diversion bird chest malnourish body sir instagram would trash
if you don't fuck with @user your either a slackin b a turd burgular c a pussy face. or d all of the above whichisit ?,1,not fuck either slackin b turd burgular c pussy face whichisit
"if you don't know what yo bitch doing tuat ain't you bitch, im just sayin.",1,not know yo bitch tuat not bitch im sayin
if you don't say thank you after someone holds the door open for you you're a bitch,1,not say thank someone hold door open bitch
if you dont know uncle jj your a bitch,1,dont know uncle jj bitch
"if you enjoy hunting for sport, then you're trash. if you hunt for food, you deserve to starve.",0,enjoy hunt sport trash hunt food deserve starve
if you follow me on twitter and you are being loud cunt on the swings at wintersmith don't be a stranger 128526,1,follow twitter loud cunt swing wintersmith not stranger
if you fuckin for your rent you a lame hoe,1,fuckin rent lame hoe
"if you get into an argument with someone and say, have a nice life amp good luck in ohio. that's a fuck you, bitch leave.",1,get argument someone say nice life good luck ohio fuck bitch leave
if you go to the barber shop on friday you have to your charger and some snacks in that bitch 128514,1,go barber shop friday charger snack bitch
"if you going to the strip club every weekend, you will never experience earned pussy.",1,go strip club every weekend never experience earn pussy
if you got a body count already in 2014 you can't talk about anybody being a hoe,1,get body count already not talk anybody hoe
if you got a good girl don't turn her into a bad bitch .,1,get good girl not turn bad bitch
if you got a nigga and you another nigga wcw you a hoe 128514 128514,1,get nigga another nigga wcw hoe
if you got a problem with me bring it up with me before i tense up on yo bitch ass . .,1,get problem bring tense yo bitch
"if you got charge a nigga up for tryna talk to your chick, you really a insecure faggot and have no control over her..",1,get charge nigga try talk chick really insecure faggot no control
"if you got tats on your breast, you a trash ass bitch and stay far away from me with ya acid pussy.",1,get tat breast trash bitch stay far away ya acid pussy
"if you got to act like you cuffing a bitch to get ass your a lame forreal 128514 , real niggas let bitches know what it is from jump 10071 65039",1,get act like cuff bitch get ass lame forreal real nigga let bitch know jump
"if you hang with hoes, you're a hoe by association. if you try and debate this, you're a hoe. if you get offended by this, you're a hoe. 128175",1,hang hoe hoe association try debate hoe get offend hoe
if you have chemistry the only other thing you need is timing.. but timing's a bitch.,1,chemistry thing need time timing bitch
"if you have your friends jump into a fight, it shows that you're just an overall pussy.",1,friend jump fight show overall pussy
if you hoes stop shaving i'm running around spraying nair on all of y'all.,1,hoe stop shaving run around spray nair yall
if you jump someone you're a bitch,1,jump someone bitch
if you jump someone you're a bitch regardless the situation,1,jump someone bitch regardless situation
"if you kill all cops and cracker babies, what next?????? black states, white states, and latino states? isn't that moving backwards?",1,kill cop cracker baby next black state white state latino state not move backwards
if you know a guy has a newborn baby why the fuck are you trying to talk to him? desperate ass hoe,1,know guy newborn baby fuck try talk desperate hoe
"if you like the 24k gold rillos, your a pussy",1,like 24k gold rillos pussy
"if you love somebody, you can't cheat, have hoes, do certain shit cause them limits type shit.",1,love somebody not cheat hoe certain shit cause limit type shit
"if you must call me a cracker, please call me a cheez it, not a saltine.",0,must call cracker please call cheez not saltine
if you not his momma or his sisters goodbye bitch! i do not have time for that.,1,not momma sister goodbye bitch not time
if you not lickin toes you a basic bitch.. and i can't fuck with a basic bitch,1,not lickin toe basic bitch not fuck basic bitch
if you not my bitch. i really don't care 128076,1,not bitch really not care
if you one of my hoes .... make yourself known,1,one hoe make know
if you only like cheese pizza you're a pussy. stay away from me and my lovely combination pizza,1,like cheese pizza pussy stay away lovely combination pizza
if you rat on your family just so you don't get in trouble you're a little bitch bloodthickerthanwater,1,rat family not get trouble little bitch bloodthickerthanwater
"if you really know me, you know all the problem i go through with all these hating ass bitches.",1,really know know problem go hat bitch
"if you said more today on the internet about duck dynasty than about the northwestimperative, you're a useless whigger.",1,say today internet duck dynasty northwestimperative useless whigger
"if you say any of the following words the convo is over nigger, nigga, swag, yolo, fag, retard.",1,say following word convo nigger nigga swag yolo fag retard
if you say anything about me i'll knock ur boyfriend out. go for it bitch. your boyfriend is a pubeless runt.,1,say anything knock ur boyfriend go bitch boyfriend pubeless runt
"if you see me , speak bitch. !",1,see speak bitch
"if you single, just start hitting up those hoes. 128524 128129",1,single start hit hoe
if you slow down for a puddle you're a bitch,1,slow puddle bitch
if you sneak dissing amp i come to you tryna address the initial issue amp you say it ain't nothing... you a bitch,1,sneak diss come try address initial issue say not nothing bitch
if you sweat pussy it's somethin new to you..,1,sweat pussy somethin new
if you take a long time to text back you a hoe,1,take long time text back hoe
if you tell a dyke she looks just like a nigga is that a compliment? i've always wondered that,1,tell dyke look like nigga compliment always wonder
if you texting other niggas just let me know so i can find me some other bitches. no hard feelings,1,texting nigga let know find bitch no hard feeling
"if you think that the term redskins being offensive is a political issue, you are ignorant.",0,think term redskins offensive political issue ignorant
if you want it come and buy it ain't no mufuckin fronting nowadays niccas playing games about a few hunned! @user loud,1,want come buy not no mufuckin front nowadays niccas play game hunned loud
if you was a bitch nigga in 2013 you still gona be a bitch nigga in 2014 128175 128175,1,bitch nigga still gona bitch nigga
if you will fuck or try and fuck ya niccas girl .. you a buster lol,1,fuck try fuck ya niccas girl buster lol
"if you work a graveyard shift, she cheating on you off tops. somebody else gon be tucking ya bitch in.",1,work graveyard shift cheat top somebody else gon tuck ya bitch
"if you would have followed george washington in 1776, it means that you're white trash.",1,would follow george washington mean white trash
"if you're a male and hoes hos and or bitches is your default word for women...you gotta go. remove yourself, please.",1,male hoe ho bitch default word womenyou get go remove please
"if you're a whiney bitch, have a zima and shut the fuck up! democrats",1,whiney bitch zima shut fuck democrat
if you're acting like more of a bitch than your bitch... there's a problem,1,act like bitch bitch problem
if you're being a little scared bitch about the possibility of a louisville purge...just go to ferguson.,1,little scared bitch possibility louisville purgejust go ferguson
"if you're gonna be a hoe, then don't look for relationships. you lost that privilege when you decided to be a hoe.",1,go hoe not look relationship lose privilege decide hoe
if you're having girl problems i feel bad for you son. i got 99 problems but a bitch ain't one 127911 127926,1,girl problem feel bad son get 99 problem bitch not one
if you're not attractive .... bitch you ain't making my drinks...! tf you think this is.?,1,not attractive bitch not make drink tf think
"if you're not directly descended from european royalty and upper nobility, then you're not fully human. you're just common gutter trash.",0,not directly descend european royalty upper nobility not fully human common gutter trash
if you're not watching this seahawks game you're hella bitch.,1,not watch seahawks game hella bitch
"if you've ever been to drunk to fish, you might be a redneck",0,ever drink fish might redneck
if your a nigga ... and you use the term yassssssssss im just gonna assume your a fag,1,nigga use term yassssssssss im go assume fag
if your main reason for disliking something is because it is popular there is a 100 chance you're a little stupid idiot bitch baby child.,1,main reason dislike something popular 100 chance little stupid idiot bitch baby child
"if your parents let you drink underage, they're fucking retarded and so are you.",1,parent let drink underage fuck retard
"if your pussy stink, you aint goin to heaven",1,pussy stink aint goin heaven
if your twitter is private but your instagram is public u r probs a trash talking thot,1,twitter private instagram public u r probs trash talk thot
if youu let yo bitch leave with another niggah and don't say shit thats on youu!,1,youu let yo bitch leave another niggah not say shit thats youu
iggy azaelia is no one hit wonder. she is a bad bitch.,1,iggy azaelia no one hit wonder bad bitch
iggy is trending. twitter's trash today.,0,iggy trend twitter trash today
igot to level 21 so far on flappy birds smh,0,igot level 21 far flappy bird smh
ihate a nosie bitch ',1,ihate nosie bitch
ihate them mad bitches where the glad ones at?,1,ihate mad bitch glad one
iite peyton don 8217 t be a faggot this drive,1,iite peyton faggot drive
ik his bitch ass saw me mentioned his tall ass,1,ik bitch saw mention tall
"iknow a couple mf that does this, there favorite line i wouldnt do that thats young. bitch stopp ' your young minded",1,iknow couple mf favorite line wouldnt thats young bitch stopp young mind
ill fire that nina like its her first day on the job an the bitch over slept,1,ill fire nina like first day job bitch slept
ill take yo bitch and make her everybody bitch 128558 128074,1,ill take yo bitch make everybody bitch
illist bitch alive,1,illist bitch alive
im a single bitch on this money shit 128175 128184,1,im single bitch money shit
im a boogie ass niggahs to these fast hoes,1,im boogie niggahs fast hoe
"im a different nigga...if the pussy good im not tryna fuck for no 20mins..im stopping, backing out it, anything i ca think of to last longer",1,im different niggaif pussy good im not try fuck no 20minsim stop back anything ca think last longer
im a ghetto ass nigga you suburban,1,im ghetto nigga suburban
im a queer.... mmm,1,im queer mmm
"im a rich niggaaaaa, i need a rich bitch.",1,im rich niggaaaaa need rich bitch
im a south side niggah fuck around fuck around,1,im south side niggah fuck around fuck around
im a twat,0,im twat
im a westside niggah so you know im rockin wit game,1,im westside niggah know im rockin wit game
im about to fuck taylors bitch ass up,1,im fuck taylor bitch
im about to get all the pussy.,1,im get pussy
im addicted to bad bitches like i never had bitches,1,im addict bad bitch like never bitch
"im allowed to trip on my bitch , she cant trip on me tho",1,im allow trip bitch cant trip tho
im back bitches!!!!!!,1,im back bitch
im back to square one . no bitches .no weed a lotta hang ova,1,im back square one no bitch no weed lotta hang ovum
im done with life @user im just ready to wake up and have pussy for breakfast everyday,1,im life im ready wake pussy breakfast everyday
im elated i passed on my creative gene to my daughter but she also got the retarded gene too.,1,im elate pass creative gene daughter also get retarded gene
im from the 210 you already know bout to bust a flow on this bitch hoe names miguel is chillin with my nigga tono,1,im 210 already know bout bust flow bitch hoe name miguel chillin nigga tono
im getting sleepy this water doing a bitch right,1,im get sleepy water bitch right
im glad i met this chick. reminds me the trash i left behind,0,im glad meet chick remind trash leave behind
im hardly on this hoe anymore lol,1,im hardly hoe anymore lol
"im ice cube, u can call me the grinch. i got ur list but i aint giving u shit, bitch.",1,im ice cube u call grinch get ur list aint give u shit bitch
im in a full suit bow tie and all at a restaurant amp called my frat a bitch ass nigga.caught myself bc im around white ppl staring at me lol,1,im full suit bow tie restaurant call frat bitch niggacaught bc im around white ppl staring lol
im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! foh,0,im mickey go ask double cheese burger wit no cheese foh
"im just a young niggah out here chasing ins, til im in the driver seat of my benz",1,im young niggah chase til im driver seat benz
im just a young niggah tryna live my life long,1,im young niggah try live life long
im just gettin started oh yeah we got it bitch,1,im gettin started oh yeah get bitch
im just in my car jamming to taylor swift with my side bitch,1,im car jamming taylor swift side bitch
im looking for a reason to really spazz on a bitch never my lady but....a bitch none the less lol,1,im look reason really spazz bitch never lady buta bitch none less lol
im mad james let me drink that shit... payback is a bitch,1,im mad james let drink shit payback bitch
"im married to a retard, must be why we're so good together. nigga hunching me in his sleep.",1,im marry retard must good together nigga hunch sleep
im n a tight circle bitch you can't get thru dis loop,1,im n tight circle bitch not get thru dis loop
im never cuffin unless my bitch grown or act grown. i can't deal wit lil girls nbs,1,im never cuffin unless bitch grown act grown not deal wit lil girl nbs
im not tongue kissing these bitches tho,1,im not tongue kiss bitch tho
"im nt rey talk about a dumbass bitch thats lost in this world, she really need to be saved at save try it, it wrks",1,im nt rey talk dumbass bitch thats lose world really need save save try wrks
im only cocky to hoes hmmm i wonder why prolyy cuz i dont fuck wit yall,1,im cocky hoe hmmm wonder prolyy cuz dont fuck wit yall
im order to be a real nicca you gotta be real ... nicca!,1,im order real nicca get real nicca
im prolly wit yo bitch big butt cant fit up in the 6!,1,im prolly wit yo bitch big butt cant fit 6
im ready for today 127936 128308 9898 iu iubb hoosiers hoosierstate ncaa big10 michigan gameday btown 8230,0,im ready today iu iubb hoosier hoosierstate ncaa big10 michigan gameday btown
"im retarded for real, im sitting here getting mad thinking my daughter ignoring me then i remember she aint here.",1,im retard real im sit get mad think daughter ignore remember aint
"im rick james bitch, show me ya titties",1,im rick james bitch show ya titty
im sippin hot tea bitch,1,im sippin hot tea bitch
im smoking good n my bitch conceited! @user,1,im smoke good n bitch conceited
im soooooo tired of this dick dyke showing up on my fb feed. real studs dont fucc niggas. just be bisexual.,1,im soooooo tire dick dyke show fb feed real stud dont fucc nigga bisexual
im sorry but you didn't have to be a bitch last night.,1,im sorry not bitch last night
"im sorry, i use to be on that shit, but im not worried about the next bitch unbothered threatenwho",1,im sorry use shit im not worry next bitch unbothered threatenwho
im start askin dese hoe niggas if they got sand in they pussy....,1,im start askin dese hoe nigga get sand pussy
im still going trick or treating. thats free munchies bitch,1,im still go trick treat thats free munchies bitch
im such a bitch sometimes 128553 128553,1,im bitch sometimes
im telling you man! @user roethlisberger got his record expunged and became trash.,0,im tell man roethlisberger get record expunge become trash
im the biggest pussy when it comes to scary stuff,1,im big pussy come scary stuff
im the man around this bitch baby check out my wrist watch 8986 128130,1,im man around bitch baby check wrist watch
im the niggah she really wanna ride wit,1,im niggah really want ride wit
im thinkin about using this beat and yeah i made it too bitch lol,1,im thinkin use beat yeah make bitch lol
im tired of all these weak ass men in my mentions tellin me why it is ok or justified to punch a woman in the face. that shit is bitch made.,1,im tire weak men mention tellin ok justified punch woman face shit bitch made
im tired of seeing this disturbing bitch with 3 tits,1,im tire see disturb bitch 3 tit
im tired of these bitches actin like they loyal lol,1,im tire bitch actin like loyal lol
im trying to come back as a fine ass bitch next lifetime....,1,im try come back fine bitch next lifetime
"im trying to take the word bitch outta my vocabulary , hardest shit ever",1,im try take word bitch outta vocabulary hardest shit ever
"im way out of your league hoe, please excuse my ego",1,im way league hoe please excuse ego
"im wearin one of walmart jackets around walmart, is that ghetto? lmao fuck it.",1,im wearin one walmart jacket around walmart ghetto lmao fuck
im wit yo bitch smokin. let her keep the mid imma roll this potent,1,im wit yo bitch smokin let keep mid imma roll potent
ima be home tomorrow so line up a bitch for me,1,ima home tomorrow line bitch
ima have to fuck with my nigga omar about those weed brownies,1,ima fuck nigga omar weed brownie
ima hypocrite. i'll say i dont fuck with hoes then 2 days later let a hoe play with my dick in the mcdonald's drive thru. love their fries,1,ima hypocrite say dont fuck hoe 2 day later let hoe play dick mcdonalds drive thru love fry
ima kill cay 128514 128557 ugh she stay on my last nerve but i love that's funccy bitch,1,ima kill cay ugh stay last nerve love funccy bitch
ima knock that pussy out like fight ! 128074 128527 128064,1,ima knock pussy like fight
ima knock the pussy out like fight night. 128074 128074,1,ima knock pussy like fight night
ima pull up eat on that pussy n dip,1,ima pull eat pussy n dip
ima shmurda dance in that pussy hoe !!,1,ima shmurda dance pussy hoe
ima side bitch from time to time and i stay in my place,1,ima side bitch time time stay place
ima spread that pussy out like a acre,1,ima spread pussy like acre
ima start friend zoning these hoes 128514 128514 128514,1,ima start friend zone hoe
ima tear that pussy uuuup,1,ima tear pussy uuuup
ima trash @user in fantasy,0,ima trash fantasy
imma get home around 0300 problem is it's a coon leaving the bar that drank 7 shots of crown royal think he still can drive,1,imma get home around problem coon leave bar drink 7 shot crown royal think still drive
imma knock the pussy out like fight night,1,imma knock pussy like fight night
imma limit my association with these grade f bitches next year on my life just gone be me and a few ppl don't got time for the bs frfr,1,imma limit association grade f bitch next year life go ppl not get time b frfr
imma treat you how you act ... if you act like a bitch you'll get treated like a bitch,1,imma treat act act like bitch get treat like bitch
in 2014 i'm resolved to perfect my bitch face.,1,resolve perfect bitch face
"in hopes of recruiting more women, isis opens jihadi finishing school",1,hope recruit woman isi open jihadi finish school
"in a movie, everybody ain't the star... need co stars and extras... 171 @user i hate hoes that take pride in being the other chick 187",1,movie everybody not star need co star extra 171 hate hoe take pride chick 187
"in case you forgot hoe i been up since 4 18 on the dot made 100,000 dollars at work and still haven't slept.",1,case forget hoe since 4 18 dot make 100000 dollar work still not sleep
"in class still drunk from last night and this broad is doing a presentation on chipotle, bitch can i live tease feedme",1,class still drink last night broad presentation chipotle bitch live tease feedme
in class tearing up like a bitch,1,class tear like bitch
in da club makin movies. i feel like tyler perry. fuckin niggas bitches.dey like why did.i gt married.,1,da club makin movie feel like tyler perry fuckin niggas bitchesdey like didi gt marry
in elementary school i tied a girl to the tetherball pole with the tetherball cause she was bein a bitch.,1,elementary school tie girl tetherball pole tetherball cause bein bitch
in life you must ask yourself...are you a chosen one or a basic bitch? letsbereal,1,life must ask yourselfare choose one basic bitch letsbereal
in my 25 years i've supported more niggas and bitches and they kids and well.. my gratitude has died.,1,25 year support nigga bitch kid well gratitude die
